full_name,state,population,unemp,health_ins,poverty,snap,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn,density,minority_percentage,no_internet,median_income
"Cape Girardeau County, Missouri",Missouri,78871,2.9,8.2,17,10,50,6.848687435,15.56592778,6.250204237,50.05910108,84.47233266,0.171913294,52.27181693,0.1258891100658036,18.6,57908
"Cass County, Missouri",Missouri,105780,3,7.4,9.8,8.4,35,6.108787901,15.3937037,8.694401348,47.71623434,99.48679195,0.504197191,56.90980617,NA,17.2,72819
"Christian County, Missouri",Missouri,88595,2.7,8.9,10.2,9.1,35,7.433756171,17.21625614,12.717662,36.04008202,100,0.243712505,57.83181595,NA,19.1,62765
"Clay County, Missouri",Missouri,249948,2.9,7.4,7.9,7,35,7.404104492,16.83441574,10.96036844,75.30244006,99.85562507,0.471928565,232.2097386,0.16665866500232052,13.2,70253
"Cole County, Missouri",Missouri,76745,2.6,8.7,10.8,9.3,35,9.026887827,16.4712501,8.605953356,39.78608357,91.92661314,0.09303769,75.67995645,0.16758094989901617,30.4,61371
"Franklin County, Missouri",Missouri,103967,3.2,8.2,10.8,9.8,35,4.514722549,14.90222045,7.790211551,38.12169252,93.95370215,0.467595702,43.00662407,0.041013013744745974,23.1,60953
"Greene County, Missouri",Missouri,293086,2.7,10.4,17.9,10.9,35,6.893823718,16.2888306,11.35027791,52.49213497,100,0.350912593,164.9031583,0.1073712152746975,24.6,43752
"Jackson County, Missouri",Missouri,703011,3.7,11.6,15.2,12.1,35,6.848960983,15.34685169,10.76187022,92.07673864,99.93589693,0.949957903,441.9796225,0.3284841915702599,21,57936
"Jasper County, Missouri",Missouri,121328,3,13,17.4,14.6,40,7.648152007,18.105677879999998,10.81912127,57.30957723,100,0.257453327,72.10268318,0.09118257945404196,27.8,45010
"Jefferson County, Missouri",Missouri,225081,3.1,8.4,10.3,11,35,4.310268848,14.35715465,7.057381702,68.23748692,98.77429176,0.388544301,131.327441,0.03899929358764176,17.5,69009
"Platte County, Missouri",Missouri,104418,2.7,6.2,6.9,4.9,25,6.504019754,15.78532215,9.032617434,86.24096784,95.27912025,0.28054439,90.89432517,0.15261736482215715,10.3,81712
"St. Charles County, Missouri",Missouri,402022,2.5,4.9,5.6,4.4,35,7.125364649,15.84013505,9.176137636,86.82829763,99.009606,0.085309236,268.6522511,0.11056360099696039,11.2,89146
"St. Francois County, Missouri",Missouri,67215,3.7,10.6,16.3,16.2,35,4.749416871,14.48281508,6.648392727,43.53880686,91.39989496,0.088542873,56.68575765,NA,23.7,42390
"St. Louis County, Missouri",Missouri,994205,3.1,6.7,9.7,8.5,35,5.804564426,15.2208298,8.491241258,98.04050667,100,0.904882024,759.9012477,0.3305334412922888,15,70022
"St. Louis city, Missouri",Missouri,300576,3.9,11.7,24.2,21.4,35,5.017258831,14.14902355,8.017258831,79.46797712,100,0.584475137,1946.488522,0.5318954274459704,28.9,47176
"Cascade County, Montana",Montana,81366,3.4,8.8,12.8,10.6,59,6.756543143,16.62055957,8.241143875,43.46980791,99.86202503,0.108462794,11.6976558,0.1234668043162992,24.9,51227
"Flathead County, Montana",Montana,103806,4.7,9.7,11.7,8.3,33,4.958529629,10.90282986,7.257475243,52.32167815,85.59463299,0.172451367,7.444166724,0.06561277768144425,17.1,62588
"Gallatin County, Montana",Montana,114434,2.3,8.3,11.9,4.1,59,6.484617998,17.58485582,10.46434247,51.92269391,99.59453328,0.151978782,15.52240319,0.06912281314993796,13.4,75418
"Lewis and Clark County, Montana",Montana,69432,3,6.4,11.2,9.6,59,7.566092495,14.10446473,8.165568524,37.09715597,99.35404116,0.159638554,7.488642018,0.07359718861620002,19.6,67616
"Missoula County, Montana",Montana,119600,3.2,7.8,14.9,12.2,65,4.819121906,12.9811957,6.45620738,49.72125119,93.36714619,0.387669313,17.27000868,0.08257525083612038,15.5,57347
"Yellowstone County, Montana",Montana,161300,3.2,8.8,9.9,8.2,42.45,5.709013346,13.34434198,7.157909326,53.57693477,99.96086239,0.217450681,23.13797825,0.1066584004959702,17.6,61186
"Douglas County, Nebraska",Nebraska,571327,3.3,9.6,12.7,10.3,45,4.10641263,13.37255905,5.735027129,86.32536794,98.36260319,0.903338628,656.4846395,0.2093424606223756,16.8,67133
"Lancaster County, Nebraska",Nebraska,319090,2.8,7.3,13.1,8.3,45,4.960846027,15.79447184,6.09479439,65.07542621,98.37373892,0.66940079,142.9473945,0.1458397317371275,13.7,61175
"Sarpy County, Nebraska",Nebraska,187196,2.9,5.7,5.4,5.2,45,3.145959669,12.18247001,5.19813615,96.56487661,96.75932082,0.2571811,289.1498948,0.12962883822303894,9.8,83720
"Clark County, Nevada",Nevada,2266715,4,12.5,14.1,13,40,2.996828311,11.79967411,5.021711348,97.66542314,96.78130991,1,104.7773624,0.4063095713400229,18.5,62107
"Washoe County, Nevada",Nevada,471519,3.2,10.2,12.2,9.9,35,5.251395789,16.6262316,8.131361518,76.77532478,100,0.687530324,27.60229777,0.2512666509727074,16.2,71881
"Cheshire County, New Hampshire",New Hampshire,76085,2.6,7.1,9.9,8.2,69.99,3.641139964,10.53130662,4.927660067,40.99440862,84.4353759,0.659681088,41.66540897,NA,17.4,66088
"Grafton County, New Hampshire",New Hampshire,89886,2.2,7.9,9.9,7.2,39.99,2.532007409,9.464457546,4.461103205,47.25211707,93.05135416,0.779810711,20.29512615,0.0830051398438022,17.5,60588
"Hillsborough County, New Hampshire",New Hampshire,417025,2.6,6.4,8.1,7.9,48.79,3.794867828,9.821706316,5.563805342,103.9088835,98.108124900000007,0.576375045,181.0770805,0.10856183682033449,11.4,83626
"Merrimack County, New Hampshire",New Hampshire,151391,2.3,6.1,7.2,8.2,39.99,3.353360655,9.359596151,5.022485785,82.50002171,98.00607265,0.502361211,61.85570414,0.06828014875388899,14.2,76218
"Rockingham County, New Hampshire",New Hampshire,309769,2.7,4.8,4.7,3.8,39.99,3.588216163,8.903233238,5.24793688,105.5453213,99.21644805,0.507944198,169.417981,0.055563984775752306,9.7,91249
"Strafford County, New Hampshire",New Hampshire,130633,2.3,7,10,8.4,39.99,3.368978111,8.407783815,5.237944075,71.65297408,98.69156267,0.305424863,134.7083877,0.0745753370128528,15,71765
"Atlantic County, New Jersey",New Jersey,263670,5.1,9.3,14.3,14,39.99,3.479981079,9.871455061,3.884711447,94.86001313,98.13917124,0.309445601,186.6445126,0.35963135737854135,18.8,63389
"Bergen County, New Jersey",New Jersey,932202,2.9,8.3,7,5.1,39.99,4.627985805,9.754961795,5.235020705,113.2847048,99.98747674,1,1542.514631,0.2834267680180905,11.1,108827
"Burlington County, New Jersey",New Jersey,445349,3.3,4.6,6.5,5.4,39.99,4.214105559,10.21130466,4.245248557,127.4452869,97.86504021,0.367602037,215.6107178,0.2854457964427898,12.3,88797
"Camden County, New Jersey",New Jersey,506471,4,7.5,12.6,12,39.99,4.020497103,10.0204971,4.098184283,103.1263994,98.63056562,0.663214829,885.0013032,0.36817310369201794,17.6,73672
"Cape May County, New Jersey",New Jersey,92039,7.2,6,11.1,6.8,39.99,3.796208724,9.793205936,3.811212452,127.9328414,98.55691509,0.179564698,143.8511318,0.08950553569682418,16.9,69980
"Cumberland County, New Jersey",New Jersey,149527,5.5,10.4,17.6,17.2,39.99,3.946977534,9.946977534,3.979125222,93.77384221,97.99612742,0.042817167,122.5339021,0.3397179104777064,25.1,54587
"Essex County, New Jersey",New Jersey,798975,4.5,12.3,16.4,15.1,39.99,4.955235696,9.955235696,5.0232165030000004,100.0323968,99.19698078,0.872362775,2430.062385,0.5590400200256579,21.2,64626
"Gloucester County, New Jersey",New Jersey,291636,3.7,4.6,7.4,8.1,39.99,4.17492694,10.17492694,4.216418411,104.4276184,99.10162447,0.403579203,348.783328,0.19204076314309615,13.5,89447
"Hudson County, New Jersey",New Jersey,672391,3.3,14.1,16.3,15.6,39.99,4.920471853,10.62428855,5.645352265,101.6388313,99.51393579,0.091765915,5589.05695,0.4351753667137127,16.3,78808
"Hunterdon County, New Jersey",New Jersey,124371,2.8,2.9,4.8,3.4,39.99,4.626337032,9.626337032,5.768779829,77.19531651,98.71127787,0.701479367,112.8552591,0.10154296419583342,10,116155
"Mercer County, New Jersey",New Jersey,367430,3.2,8.2,11.4,8.6,39.99,5.183230291,11.19653092,5.281843068,127.809817,98.3559872,0.360378026,634.3949589,0.4032604849903383,18.1,79492
"Middlesex County, New Jersey",New Jersey,825062,3.1,7.6,8.5,6.1,39.99,5.071544356,10.1544142,5.099613359,98.06243272,99.25330348,0.805806553,1032.248366,0.44982437683471055,14.7,93418
"Monmouth County, New Jersey",New Jersey,618795,3.2,6.3,7.4,6.2,39.99,4.655471714,9.674086414,4.794994081,125.5857833,99.82961179,0.586424506,514.1065673,0.17359383963994535,12.3,102870
"Morris County, New Jersey",New Jersey,491845,2.8,5.1,4.6,3.2,39.99,4.587865896,9.678652735,4.692569496,104.0184708,99.98067301,0.856727507,414.4534852,0.18690644410332524,9.5,116283
"Ocean County, New Jersey",New Jersey,607186,3.7,6.7,10.7,7.1,39.99,4.458468217,9.50076061,4.410062867,122.7507598,99.22033312,0.41004883,363.7218004,0.08516006627293782,18.7,76093
"Passaic County, New Jersey",New Jersey,501826,4.3,12.4,16.7,19.5,39.99,4.87893024,9.87893024,4.8704069,92.85883063,100,0.672078026,1046.233338,0.33348013056318326,21.3,77040
"Salem County, New Jersey",New Jersey,62385,4.8,6.4,13,13.4,39.99,3.395074678,9.395074678,3.52473741,132.8879006,96.63804642,0.043284927,73.69160463,0.20998637492987093,21.5,68531
"Somerset County, New Jersey",New Jersey,328934,3,5.3,4.7,2.8,39.99,6.057788606,11.0588787,6.142421107,127.5958826,99.8575166,0.314693373,422.3190815,0.3898076817841877,9,111587
"Sussex County, New Jersey",New Jersey,140488,3.4,4.8,5.1,3.4,19.95,5.021999136,10.02199914,5.512428947,56.92367197,99.93888243,0.58864475,105.9174896,0.06989920847332154,11.3,101130
"Union County, New Jersey",New Jersey,556341,3.7,11.8,9.8,8.4,39.99,4.713115929,9.713115929,4.926719119,113.7269458,99.86944262,0.484330607,2077.943059,0.49760129129436803,18,80339
"Warren County, New Jersey",New Jersey,105267,3.3,6.2,7.8,6.6,39.99,5.980152211,11.24522454,6.125747067,63.05543607,99.52863499,0.341239887,115.1076239,0.12013261515954665,15.2,84479
"Bernalillo County, New Mexico",New Mexico,679121,4.4,9.2,17.4,15.3,49.95,4.955222432,16.96787676,6.732078967,58.79085653,99.0937591,0.704625115,225.3235596,0.2579643391972859,21.7,56115
"Chaves County, New Mexico",New Mexico,64615,4.9,11.7,20.6,21.8,50,6.763145075,16.60316639,6.322438727,55.95348805,88.54588217,0.131511646,4.165683658,0.12388764218834636,29.6,42003
"Dona Ana County, New Mexico",New Mexico,218195,5.7,11.3,27.7,23.9,65,4.075113431,12.36245283,5.355579116,82.54127073,89.43958115,0.284957718,21.83262512,0.20194779898714454,29.1,43038
"Lea County, New Mexico",New Mexico,71070,3.9,14.1,16.6,15.3,64,5.386780298,16.14180599,7.992176221,38.88743042,93.30658657,0.20067061,6.165546329,0.1176867876741241,24,68457
"McKinley County, New Mexico",New Mexico,71367,7,20.9,36,26.4,79.99,2.338941651,8.664204945,4.539921551,16.15301858,50.60020977,0.488383454,5.160303396,0.8829430969495705,55.8,37153
"Otero County, New Mexico",New Mexico,67490,4.9,10.3,21.2,16.4,64,4.990184766,12.24395629,5.29152243,48.0801993,81.33613972,0.49034859,3.838797533,0.21912875981626911,24,39371
"Sandoval County, New Mexico",New Mexico,146748,4.8,9.8,14.3,10.9,55,4.611178856,16.9577249,8.000563973,56.1568371,91.08455019,0.243521934,14.64948722,0.27417068716439064,17.3,71997
"San Juan County, New Mexico",New Mexico,123958,5.7,14.5,21.3,17.8,50,3.25087937,10.54562027,6.391347512,52.45106834,82.08542942,0.460096709,8.919493131,0.4792671711386115,36,44321
"Santa Fe County, New Mexico",New Mexico,150358,3.9,12.3,12.8,9.9,50,6.691630456,19.44597401,8.486620213,61.83271275,93.45506164,0.325970611,30.10170894,0.1734460421128241,20.7,61298
"Valencia County, New Mexico",New Mexico,76688,5.3,8.6,19.5,19.9,50,4.916741567,15.37950724,5.453975891,57.48479394,88.06177963,0.119805435,27.49185961,0.14888900479866474,32.2,60601
"Albany County, New York",New York,305506,3.6,4,12,11.6,39.99,5.356459072,11.61051326,6.746665091,74.71714628,99.56586596,0.667273593,227.0299683,0.25130439336706967,17.3,69953
"Bronx County, New York",New York,1418207,5.4,9.7,29.1,36.2,39.99,4.339305451,9.468335166,4.410440657,86.7497809,99.96711345,0.950834732,13202.5153,0.7731389000336341,27.2,41432
"Broome County, New York",New York,190488,4.7,4.2,17,15.7,44.99,4.832115338,10.83211534,4.929404283,55.16439268,99.49834813,0.343420092,106.3436213,0.15104363529461173,19.5,52010
"Cattaraugus County, New York",New York,76117,5.1,7,16.5,17.5,39.99,3.89675818,9.054441519,3.685250094,36.86634765,81.848349,0.717562994,22.92557801,0.08335851386681026,29.8,50912
"Cayuga County, New York",New York,76576,4.3,5.4,11.7,13.4,39.99,4.540402179,12.16954035,3.872192871,57.20155206,82.37379694,0.460676305,43.4727628,0.08705077308817388,22,58665
"Chautauqua County, New York",New York,126903,4.7,5.5,18.7,19.2,48.79,5.618240967,11.90262964,6.420479455,34.88691174,95.24977344,0.567778165,47.21686759,0.08435576779114762,25.4,50272
"Chemung County, New York",New York,83456,4.2,4.6,14.8,15.1,50,4.263768529,10.7457889,4.902285938,82.12315015,98.70546699,0.191850029,81.26735421,0.11505463957055218,21.6,60782
"Clinton County, New York",New York,80485,4.4,4.4,15.3,16.7,49.95,4.776078195,12.02903945,3.904746644,41.22464274,93.15038641,0.459836561,30.05984747,0.08606572653289435,20.9,60198
"Dutchess County, New York",New York,294218,3.6,5,9.1,9,39.99,5.819931804,10.94362595,5.445324068,108.7616561,100,0.452544457,142.6173355,0.22906484307554265,14,85901
"Erie County, New York",New York,918702,4.3,3.7,14.5,16,39.99,4.512544269,10.56196672,4.259247137,70.8821461,99.80989341,1,340.609971,0.2276679489105281,21,60652
"Jefferson County, New York",New York,109834,5.6,6,14.2,16.1,59.95,3.687721721,9.547844514,3.279016527,73.00670949,94.84448523,0.443565705,34.82996277,0.12931332738496282,17.2,53917
"Kings County, New York",New York,2559903,4.1,8.2,21.1,23,39.99,5.166221104,11.67144369,5.689072544,94.46385559,99.97958718,1,14475.02544,0.5640791858129,22.1,66937
"Livingston County, New York",New York,62914,4.2,3.3,13.6,12.8,50,2.180357397,7.724336794,3.180357397,42.23795263,87.69938854,0.644688818,39.05683212,0.08295450933019677,18.3,59173
"Madison County, New York",New York,70941,4.5,4.8,9.9,12.2,39.99,4.566785105,9.903885376,4.131928321,47.87562231,92.47836683,0.540630331,42.07261082,0.058245584358833424,18.9,62918
"Monroe County, New York",New York,741770,4.2,3.8,14.7,15.1,48.79,2.985778082,10.02233931,3.891539371,70.14184332,99.95608697,0.942720786,437.4604077,0.2438801784919854,17.8,62103
"Nassau County, New York",New York,1356924,3.4,4.8,5.7,4.5,39.99,4.205543045,9.28212317,4.805137482,121.70477700000001,100,0.960093395,1840.443984,0.32684070736459814,10.8,118453
"New York County, New York",New York,1628706,3.5,5.8,16.6,13.4,39.99,6.9824488,13.93100163,8.065068452,205.3621728,99.91385996,0.727721514,27819.8048,0.4334483940011272,16.5,93651
"Niagara County, New York",New York,209281,5,3.6,13.4,12.4,39.99,4.209348843,10.17011492,3.658335397,46.77072112,99.20009067,0.647203152,156.4831231,0.13812051739049414,22.8,56304
"Oneida County, New York",New York,228671,4.3,4.2,16.1,17.1,66.95,3.413426846,8.482430418,3.213807922,57.72661626,95.81335387,0.48293942,73.49927817,0.15720401799965888,21.2,57391
"Onondaga County, New York",New York,460528,3.9,4.1,14.6,14,39.99,4.339229106,10.56162551,4.336871086,81.12176161,99.59340666,0.934592102,230.2773622,0.21414550255359066,20.7,61577
"Ontario County, New York",New York,109777,3.9,4,9.6,9.6,50,4.42929122,11.27180062,4.072173921,52.73687379,95.08708645,0.300813323,65.62805041,0.0742960729478852,16.6,66568
"Orange County, New York",New York,384940,3.8,5.2,11.8,9.8,19.95,4.796101068,9.796101068,4.640274668,99.79913231,99.96008064,0.424134839,179.7740783,0.24808281810152233,23,84458
"Oswego County, New York",New York,117124,5.4,5,17.9,17.4,39.99,4.610108457,10.04097356,4.138440059,65.01207652,95.33574822,0.471029915,48.32299623,0.04842730781052562,17.7,58459
"Putnam County, New York",New York,98320,3.7,4.6,5.3,3.7,39.99,5.518824573,10.51882457,5.502706313,121.3766445,99.46989165,0.120872001,166.0782406,0.1358828315703824,8.9,106204
"Queens County, New York",New York,2253858,3.5,10.5,13,13.3,39.99,4.488102055,9.868724444,5.011241198,111.9543181,99.50284799,0.955892379,8158.437153,0.6355511305503718,17.8,73696
"Rensselaer County, New York",New York,158714,3.8,4.3,12,11,39.99,4.914993718,11.68535754,6.872279055,62.53169993,99.88643181,0.430210497,94.3461432,0.14712627745504492,15.9,71574
"Richmond County, New York",New York,476143,3.9,4.9,12.8,12,39.99,3.731572547,9.145531543,4.257331513,95.4499785,100,0.270253664,3182.469323,0.265002320731377,18.5,89821
"Rockland County, New York",New York,325789,3.6,6.1,14.3,11.5,39.99,4.278503755,9.278503755,4.52288995,110.2669175,100,0.339465554,720.588009,0.3064069075383147,19.1,100916
"St. Lawrence County, New York",New York,107740,5.5,5.9,17.7,16.4,49.95,5.470536804,11.04968341,5.159619135,41.68575227,94.61521537,0.522670279,15.78810561,0.07285130870614442,21,52108
"Saratoga County, New York",New York,229863,3.4,3.5,6.2,7.4,39.99,4.765674761,10.76650043,5.639455718,76.4814637,99.86021637,0.415991583,108.3842223,0.07150781117448224,11.9,89932
"Schenectady County, New York",New York,155299,3.8,4.8,11.4,13.2,39.99,5.93437394,12.25769595,6.180638289,92.13558881,99.88633862,0.111923734,292.3099656,0.25906799142299697,17.2,65773
"Steuben County, New York",New York,95379,4.6,5.8,14,13.5,50,4.717112885,10.53639716,4.635209965,48.53771934,85.31860937,0.519072773,26.91291732,0.05913251344635606,24.8,52951
"Suffolk County, New York",New York,1476601,3.7,5.4,7.1,6.6,39.99,4.052350224,9.921024805,4.38456121,116.0919445,99.99022911,1,630.0681534,0.20240403467151924,12.7,106228
"Sullivan County, New York",New York,75432,4,6.1,14.7,14.1,48.79,2.859502677,7.69409521,3.307093083,83.20058608,99.06908237,0.564439228,29.99485049,0.23674302683211368,21.3,60137
"Tompkins County, New York",New York,102180,3.6,3.7,19.6,9,39.99,8.727825503,16.4822205,7.331278486,63.60500315,96.6591544,0.217932831,83.75559012,0.20769230769230773,15.3,58626
"Ulster County, New York",New York,177573,3.8,5.9,13.9,11.3,39.99,3.550815811,8.889051827,4.009807182,100.6009113,99.8742293,0.4400966,61.57895417,0.15272592117044825,15.3,64087
"Warren County, New York",New York,63944,4.6,5,10.5,12,49.95,3.831451114,9.492419554,4.539170792,68.20436773,94.27235458,0.28698948,28.70684208,0.051638934067308906,17.6,64985
"Wayne County, New York",New York,89918,4,5,11.3,11.4,66.95,3.599062898,10.29900394,3.073147775,54.42180615,93.22086036,0.654420207,58.09538513,0.07702573455815298,22.7,61730
"Westchester County, New York",New York,967506,3.8,6.8,9.2,8.5,39.99,5.094898159,10.09489816,5.425894152,126.2624711,100,0.808418227,868.7630666,0.3690571427980809,14.7,101908
"Alamance County, North Carolina",North Carolina,169509,3.8,11.9,16.8,15.4,35,6.471472023,14.6303783,8.281129206,77.20734003,98.71797098,0.163551106,146.4195117,0.3040664507489278,23.7,58490
"Brunswick County, North Carolina",North Carolina,142820,5.2,11,12.9,11.9,35,5.782321205,11.06179949,6.278960562,99.4997148,98.07890243,0.265145598,57.67976134,0.1437123652149559,18.1,63668
"Buncombe County, North Carolina",North Carolina,261191,3,10.2,12.3,9.5,35,5.514229356,11.59910914,7.932141528,76.60452391,99.51728018,0.363420865,149.6625061,0.11624060553388138,18.8,54970
"Burke County, North Carolina",North Carolina,90485,3.7,12.3,18.1,15.3,35,7.978218138,15.80027765,10.96047814,62.15417246,98.32645765,0.02600801,68.42254022,0.17712328010167433,30.9,47361
"Cabarrus County, North Carolina",North Carolina,216453,3.6,7.8,10.9,9.2,35,5.418771062,11.72203926,7.078471706,91.70653803,99.78263819,0.071359797,215.3137563,0.31452555520136016,11.8,72333
"Caldwell County, North Carolina",North Carolina,82178,4.1,12.6,16.6,15.4,35,6.907251411,13.90031636,9.301569382,101.3528865,98.56774394,0.006935054,66.91171792,0.11501861812163838,24.4,48737
"Carteret County, North Carolina",North Carolina,69473,4.2,11.4,11.6,10.8,65,2.995012659,7.990025318,4.995012659,68.46309535,100,0.104901931,52.42275604,0.09900249017603957,17.3,60186
"Catawba County, North Carolina",North Carolina,159551,3.6,10.8,13.2,13.2,35,4.470457993,11.53226379,7.402921172,73.31885746,99.6883043,0.212286539,150.7660738,0.20991407136276174,20.8,52436
"Chatham County, North Carolina",North Carolina,74470,3.4,11.9,11.9,9.2,35,5.97703423,12.20169484,7.458919797,76.85914092,80.75807862,0.243607895,39.52730186,0.22634617966966564,22.4,66857
"Cleveland County, North Carolina",North Carolina,97947,4,12.3,20.2,18.3,35,4.631091334,12.21526533,6.83788403,114.4799594,96.67478844,0.179540623,80.81165896,0.2522690843006933,36.5,44987
"Craven County, North Carolina",North Carolina,102139,4.1,11.4,15.3,13.9,40,3.627482213,8.627482213,5.601359244,87.20890561,91.20711656,0.217576369,56.326586,0.2843086382282968,19,52832
"Cumberland County, North Carolina",North Carolina,335509,5.1,10.2,18.2,16.9,65,3.331533925,9.33021211,5.181326841,86.12285616,99.43731172,0.179300058,196.4978597,0.5094885681159075,18,46292
"Davidson County, North Carolina",North Carolina,167609,3.7,11.4,15.5,15.6,35,9.267963102,15.20186238,10.89315695,76.10212194,99.5939236,0.103887121,114.9316993,0.13879326289161087,23.6,53473
"Durham County, North Carolina",North Carolina,321488,3.4,12.2,16,11.2,35,6.296265273,12.64620764,7.046165373,102.2979064,99.53212172,0.017359564,413.0661931,0.46625379485392926,14.3,65317
"Forsyth County, North Carolina",North Carolina,382295,3.7,11,17.6,11.4,35,7.110094647,13.10299341,8.680176096,95.43483906,99.98955606,0.252819569,351.818409,0.3395963849906486,20.3,52017
"Franklin County, North Carolina",North Carolina,69685,4,11.2,14.4,15.4,65,4.092032219,10.05478756,5.283353289,88.68267733,90.82850767,0.037244657,50.95320151,0.3167826648489632,24.1,57099
"Gaston County, North Carolina",North Carolina,224529,3.9,10.8,15.6,15.6,35,5.077331552,11.99264264,7.588958677,66.10369185,99.92002537,0.235348958,235.0834095,0.23660640719016257,22,56595
"Guilford County, North Carolina",North Carolina,537174,4.1,10.1,15.9,14.4,35,6.756262529,12.98618045,8.117567366,90.61583329,99.99358166,0.496617141,312.9883303,0.4632781929132832,27.1,55328
"Harnett County, North Carolina",North Carolina,135976,4.6,11.3,17,14.6,65,4.987685541,11.50950561,6.594940775,49.24295975,93.82934383,0.34436006,84.58897537,0.33089662881685,23.2,55753
"Henderson County, North Carolina",North Carolina,117417,3.3,11.5,10.6,8.4,35,7.217116223,13.45564366,9.640151481,62.28087902,98.3982831,0.393294431,117.6382408,0.08784077263087964,20.1,62131
"Iredell County, North Carolina",North Carolina,181806,3.6,9.6,11.8,7.7,35,8.773802535,15.04366029,9.997967939,92.82192065,98.50284166,0.10381576000000001,116.0105487,0.20822745123923303,19.2,68660
"Johnston County, North Carolina",North Carolina,209339,3.6,12.2,13.3,13.8,35,4.51750206,12.15821002,7.046813084,66.58293949,100,0.3223102,93.28731529,0.24456025871911113,23.1,60951
"Lincoln County, North Carolina",North Carolina,86111,3.5,9.8,14.4,13.1,35,5,11.63501653,7.63265703,82.48986426,99.60212614,0.168263434,106.2885681,0.08858334010753566,20.5,71514
"Mecklenburg County, North Carolina",North Carolina,1110356,3.6,11.9,12.7,9.9,35,7.316157932,13.80103448,9.319341931,100.0330982,100,0.758183703,777.490679,0.47794761319792933,13.3,69072
"Moore County, North Carolina",North Carolina,100880,3.8,9.4,12.6,9.4,35,4.583028836,9.73811297,6.106209417,66.78218342,91.10419624,0.406777294,52.92208077,0.1906621728786677,18.6,62469
"Nash County, North Carolina",North Carolina,94298,4.8,10.1,15.5,16.4,40,3.850526957,9.84822858,5.204290303,49.17322018,90.70948129,0.506094626,67.15748107,0.5030965662050096,25.6,50656
"New Hanover County, North Carolina",North Carolina,234473,3.6,10.2,17.3,10.9,35,5,10.96072694,7.012962166,108.1475026,99.89188898,0.089174219,450.4417618,0.1915657666341114,16.2,56382
"Onslow County, North Carolina",North Carolina,197938,4.6,8.6,13.8,12.3,65,3.236711348,8.311965715,4.973083916,69.66048361,98.64769121,0.393487516,98.26201274,0.24666814861219166,14.2,49544
"Orange County, North Carolina",North Carolina,148476,3.3,7.2,13.4,7.2,35,6.953674914,13.42635574,8.361885994,103.4037438,99.14231808,0.047332312,138.8280019,0.22829278806002318,12.1,74299
"Pitt County, North Carolina",North Carolina,180742,4.2,10.9,23.9,15.1,40,3.740353924,9.079767394,5.738452225,100.8451464,96.44572515,0.192224437,104.9774445,0.4456241493399431,21.5,53401
"Randolph County, North Carolina",North Carolina,143667,3.8,13.6,15.8,14.8,35,6.307230348,12.26043655,6.75704998,49.71126516,97.36778103,0.513658381,70.55487528,0.1440066264347415,28.4,49742
"Robeson County, North Carolina",North Carolina,130625,5.4,15,28.1,28.3,35,5.584226668,12.10037703,5.733047748,46.09709547,86.81367998,0.627184097,54.3898503,0.7312765550239235,45.6,35035
"Rockingham County, North Carolina",North Carolina,91010,4.4,10.2,18,16.7,35,4.841055341,10.67267938,6.366141811,58.55196408,96.46185248,0.362310972,62.30119042,NA,31.1,43230
"Rowan County, North Carolina",North Carolina,142088,4,12.2,16.5,14.1,35,7.026805514,13.0965161,8.909714156,84.30007855,98.75829549,0.172838704,105.3842697,0.23477000168909412,22.8,51927
"Rutherford County, North Carolina",North Carolina,67029,4.9,11.2,18,17,35,5.220273509,13.13121387,8.723036797,33.55455886,92.29106161,0.419624982,45.43057632,0.1304659177370988,32.9,44361
"Surry County, North Carolina",North Carolina,71783,3.7,12.8,16.9,16.2,44.95,5.665920298,11.19796021,6.57708088,58.59102701,98.76961806,0.367795711,52.1554812,0.08580025911427491,36.3,49250
"Union County, North Carolina",North Carolina,239859,3.5,9.4,8.9,8.4,55,5.560572166,11.61194454,6.261540225,90.01811694,98.84260952,0,138.3415406,0.20655468421030687,10.4,85985
"Wake County, North Carolina",North Carolina,1111761,3.3,8.9,9.8,6.4,35,6.611253657,12.92232103,8.247273148,108.4722803,99.83890631,0.841470037,484.0293229,0.3537612850243892,10.1,84215
"Wayne County, North Carolina",North Carolina,123131,4.1,13.2,21.4,18.9,35,6.158512373,13.00010492,8.762699553,69.58441042,99.90528805,0.328372423,86.43433211,0.36337721613566043,24,44596
"Wilkes County, North Carolina",North Carolina,68412,4.1,11.1,19.9,15.9,39.99,4.087700641,8.805556479,5.400136253,56.40013476,99.70491177,0.315476388,35.03134634,NA,27.9,43290
"Wilson County, North Carolina",North Carolina,81801,5.8,12.8,21.5,20.2,40,4.476260197,11.07798024,7.07798024,55.92920334,97.63490286,0.163404161,85.43582742,0.5051160743756189,26,38830
"Burleigh County, North Dakota",North Dakota,95626,2.4,5.5,8.3,5.3,49.95,3.977681613,8.973656986,5.967437107,62.69102357,100,0.014269133,22.1694151,0.1080563863384435,17.5,72494
"Cass County, North Dakota",North Dakota,181923,2,6.1,10.7,7.4,49.95,7.581269015,15.52073704,9.643394296,70.99124566,98.63114917,0.094870509,38.10818851,0.13680513184149334,15.7,62218
