full_name,state,population,unemp,health_ins,poverty,snap,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn,density,minority_percentage,no_internet,median_income
"St. Joseph County, Indiana",Indiana,271826,3.6,9.1,15.7,11.5,35,6.150613296,17.3886887,8.49738711,77.70535376,99.02224669,0.301023789,227.030765,0.22872720048854778,23.1,53456
"Tippecanoe County, Indiana",Indiana,195732,2.9,9,20.6,8.7,49.95,9.454738562,18.45012838,8.327252568,93.15924171,97.31171218,0.152340103,146.493852,0.1967792696135532,17.3,49352
"Vanderburgh County, Indiana",Indiana,181451,3.1,8.2,17.3,12.1,35,6.400697645,11.86700455,7.345317959,85.90352978,99.2096052,0.157921499,299.58893,0.15772853277193288,21.8,51350
"Vigo County, Indiana",Indiana,107038,4.3,8.5,18.8,14.7,55,3.450903566,10.37647767,5.200581034,66.97388739,95.25451783,0.115537887,103.036695,0.13549393673274912,22.7,48013
"Wayne County, Indiana",Indiana,65884,3.6,12,16.3,14.9,35,5.361411751,13.98163974,7.480739022,59.36133984,100,0.324460649,64.01937413,0.11757027502883854,30.2,47944
"Black Hawk County, Iowa",Iowa,131228,3.2,5.6,16,13,45,5.969363328,16.97751162,10.12240858,50.75483888,99.93677014,0.292448632,90.75418035,0.16661840460877253,20.4,60506
"Dallas County, Iowa",Iowa,93453,2,3,5.9,6.2,54.95,7.218166684,16.23801934,7.702245599,45.65192541,95.04873729,0.526493819,55.12878593,0.10007169379260161,11.6,94885
"Dubuque County, Iowa",Iowa,97311,2.6,3.8,11.7,9.7,44.95,7.868577044,16.12687947,9.042782726,45.41269513,99.05406748,0.248021471,61.44255068,0.08250865780846972,18.2,62178
"Johnson County, Iowa",Iowa,151140,2,5.5,17.8,7.3,45,12.6283545,22.2621669,9.43239397,67.83536438,97.16388559,0.258507444,92.59088846,0.18894402540690747,11.9,66011
"Linn County, Iowa",Iowa,226706,2.9,3.8,9.5,10.1,45,14.89747209,25.91477954,13.52440994,52.8708245,98.82181951,0.455649077,119.5965626,0.12788810177057508,16.6,63559
"Polk County, Iowa",Iowa,490161,2.8,5.1,11.1,12.7,45,7.259188173,15.31961784,7.226469669,58.90573378,98.12773207,0.918626263,320.0174034,0.1602065443803159,16,66918
"Pottawattamie County, Iowa",Iowa,93206,2.4,6.3,11.1,12.6,44.99,7.489060107,18.08932532,9.525755047,86.07074979,92.71784906,0.17942797,37.9810442,0.06294659142115311,23.1,60056
"Scott County, Iowa",Iowa,172943,3.3,4.9,12.1,10.1,44.99,6.881884981,14.7778065,10.09030044,43.70256122,98.03774743,0.455166442,145.2145154,0.14638349051421562,20.4,65122
"Story County, Iowa",Iowa,97117,1.9,4.6,21.5,6.3,54.95,10.71468923,19.73978942,10.80315991,52.60984798,93.86057113,0.340310709,65.34233437,0.15756252767280698,18.8,63107
"Woodbury County, Iowa",Iowa,103107,2.7,6.9,13.2,13.7,55,5.459450069,13.8453862,7.254456487,57.67353421,96.70826055,0.362039512,45.29299731,0.14440338677296405,23.5,58945
"Butler County, Kansas",Kansas,66911,3.2,8.2,10.5,7.4,35,5.423826842,16.57676595,7.923161959,62.05036128,99.97210696,0.166861592,17.95065849,0.08022597181330426,19.1,61951
"Douglas County, Kansas",Kansas,122259,2.9,7.7,18.7,6.1,35,5.48744397,15.79828446,9.050062105,59.87352541,100,0.171086029,101.0833249,0.17495644492430007,13.6,64233
"Johnson County, Kansas",Kansas,602401,2.8,6,5.6,3.2,35,9.277854603,17.74750684,12.91103648,89.47556468,100,0.761812781,477.3188482,0.15204490032387064,8.4,91771
"Leavenworth County, Kansas",Kansas,81758,3.4,4.5,8.9,7.1,35,5.662074806,16.14608327,8.706450247,68.1133602,100,0.209301341,66.68979644,0.16738423151251258,18.7,77070
"Riley County, Kansas",Kansas,74232,2.8,5.7,21.6,5.8,25,8.039817312,16.42905932,10.82766612,74.49593465,95.75472644,0.030167916,47.68079694,0.16910496820778098,13,50920
"Sedgwick County, Kansas",Kansas,516042,3.5,10.9,14,10.6,35,5.84778739,14.88500175,8.197453279,85.41531836,100,0.79392572,198.2078776,0.22212920653745238,20.2,59716
"Shawnee County, Kansas",Kansas,176875,3.3,7.8,12.8,9,35,4.048244426,13.47284277,8.296777688,80.69015339,100,0.472374537,126.5335231,0.1914402826855124,27,59441
"Wyandotte County, Kansas",Kansas,165429,4.3,18.5,20.1,15.4,35,5.869269223,14.16128253,9.598788337,105.1834059,100,0.240424702,418.4522062,0.4307104558451058,27.8,46964
"Boone County, Kentucky",Kentucky,133581,3.4,4.6,7.1,6.2,39.99,3,9.166610822,5,95.36547208,99.09226645,0.155226662,202.3834146,0.0873627237406518,10.4,76443
"Bullitt County, Kentucky",Kentucky,81676,4.1,4,10.6,9.1,55,7.127415584,16.69218073,8.423681315,80.74911664,99.78837425,0.104755519,103.2955927,NA,18,65560
"Campbell County, Kentucky",Kentucky,93584,3.5,4.6,13.8,8.2,39.99,3.897374279,10.07912601,5.694658856,95.30342529,99.58607515,0.156546584,235.395229,0.06603692938963923,18.9,66439
"Christian County, Kentucky",Kentucky,70461,5.6,8.5,20.2,17.5,35,7.258980775,16.20614603,9.258980775,56.30994845,94.38656624,0.216456476,38.88576193,0.30253615475227436,27,47445
"Daviess County, Kentucky",Kentucky,101511,3.9,4.5,16.1,11.2,35,5.628427608,14.74946549,6.068905034,43.36750431,93.4702958,0.155692787,84.17676813,0.1067963077893036,20.4,50964
"Fayette County, Kentucky",Kentucky,323152,3.3,7.3,17.8,10.4,49.95,4.550866264,11.19121782,6.187752765,48.17696223,99.7603859,0.88687219,433.8783812,0.2650826855473585,15.5,58356
"Hardin County, Kentucky",Kentucky,110958,4.1,5.1,13.9,12.3,35,6.046377516,14.0310293,7.522370066,61.26066377,99.49316708,0.263249755,66.94972341,0.21060220984516664,22.4,57463
"Jefferson County, Kentucky",Kentucky,766757,4,5.5,14.8,12.6,35,5.922215238,12.77220363,8.189179144,81.86798132,100,0.940937674,778.0698343,0.2867727324302224,19.3,59049
"Kenton County, Kentucky",Kentucky,166998,3.6,5.9,12.6,11.1,39.99,3,9,4.978375541,98.25781316,99.67563311,0.104953525,396.7181937,0.09968382854884494,16.4,68849
"McCracken County, Kentucky",Kentucky,65418,4.9,5.9,15.8,13.5,35,9.349196817,16.14054947,7.015898514,109.5151812,96.91645399,0.134619427,101.3342058,0.1545140481213122,24.5,45084
"Madison County, Kentucky",Kentucky,92987,3.9,5.4,19,14,35,6.957327227,17.15337913,7.581321121,56.67260616,96.39845268,0.079736793,79.18923969,0.08689386688461831,21.5,49421
"Oldham County, Kentucky",Kentucky,66799,3.3,3,5.5,4.4,35,5.551316218,13.36160055,8.330770558,71.78305098,99.89535441,0.073815595,134.8063456,0.08007604904265031,9.6,97968
"Warren County, Kentucky",Kentucky,132896,3.9,6,17.4,12.9,35,7.062833093,15.57343395,8.650636715,52.64571159,95.37867543,0.135046737,90.10818904,0.1902013604623164,17.9,52645
"Ascension Parish, Louisiana",Louisiana,126604,4.1,7.5,11.6,11.3,35,6.64244546,12.33823406,6.628907159,114.5959895,99.87865809,0.110820399,161.3021959,NA,14.9,85425
"Bossier Parish, Louisiana",Louisiana,127039,4.3,8.6,16.4,11.5,35,5.381839621,12.00416745,7.338472894,87.5477223,93.59764714,0.197661545,57.95449905,0.28588858539503614,32.7,49962
"Caddo Parish, Louisiana",Louisiana,240204,5.4,10.3,23.3,18.3,35,6.286941836,12.23941374,8.09073363,74.70660729,97.96691128,0.536452281,109.1141448,0.5381883732160997,30.6,45537
"Calcasieu Parish, Louisiana",Louisiana,203436,4.1,10.9,16.9,13.7,25,7.330483532,15.46003103,7.532931224,64.54979157,90.23706077,0.405170688,72.62153265,0.30316659784895494,26.9,51246
"East Baton Rouge Parish, Louisiana",Louisiana,440059,4.4,9.4,18.3,14.4,35,7.201426297,12.73690948,8.699924153,94.53903583,98.58198702,0.556344653,376.5643735,0.540709313978353,19.8,56451
"Iberia Parish, Louisiana",Louisiana,69830,5.4,11.6,21.6,20.4,35,9.023683643,16.99580546,11.29943084,64.82224536,100,0.18369659,48.88778944,0.40439639123585847,27.3,50991
"Jefferson Parish, Louisiana",Louisiana,432493,4.2,12.1,15.5,12.3,35,6.154385004,11.46737021,7.401914044,91.06149648,98.93775497,0.343036959,568.4608792,0.3702672644412742,24.3,56069
"Lafayette Parish, Louisiana",Louisiana,244390,4.3,10.8,16.5,11.6,25,10.4206676,18.658317919999998,11.31838356,112.9156776,98.62660097,0.246998186,344.9383309,0.31022545930684564,17.2,60567
"Lafourche Parish, Louisiana",Louisiana,97614,4.5,10.1,15.7,12.7,35,10.01320796,16.56827434,10.59181416,46.69013308,99.60419248,0.365431416,35.4943687,0.19662138627655867,24.8,51339
"Livingston Parish, Louisiana",Louisiana,140789,4.1,10.2,11.9,13.8,35,7.903987294,13.38760344,8.447814093,128.192872,98.30667893,0.143325253,82.27008668,NA,21.2,62187
"Orleans Parish, Louisiana",Louisiana,390144,4.9,10.7,24.6,18.5,35,5.357648715,11.12185127,7.44947343,81.42540263,98.16949995,0.556858206,887.9442128,0.6601383079068242,30.1,45615
"Ouachita Parish, Louisiana",Louisiana,153279,5.3,11.1,23.9,16.8,35,6.770371331,12.66751419,7.039688665,73.25495573,97.57057889,0.087705529,98.72412134,0.42837570704401773,28.8,41137
"Rapides Parish, Louisiana",Louisiana,129648,5.1,10.5,19.4,17.3,35,5.377025196,11.45023029,4.960715253,78.00122568,89.35682161,0.386654797,38.46738735,0.3673562260891028,23.9,50490
"St. Landry Parish, Louisiana",Louisiana,82124,6.3,11.6,28.7,17.6,35,9.779575376,17.95217998,10.65156684,34.15642962,87.911523,0.329394248,34.87325247,NA,35,38681
"St. Tammany Parish, Louisiana",Louisiana,260419,4.2,8.7,11,8.3,35,6.454562924,11.8658559,7.520832177,84.26882625,99.3378754,0.411485133,115.0206595,0.17777120716998374,14.9,69076
"Tangipahoa Parish, Louisiana",Louisiana,134758,5.5,11.2,22,20.9,35,7.15166132,13.04286563,7.962211398,71.71000483,88.76366085,0.307045266,63.67638823,NA,23.9,47825
"Terrebonne Parish, Louisiana",Louisiana,110461,4.6,12.5,21.6,16.3,35,8.609179017,15.14244861,9.62406015,71.58237003,99.96172802,0.274675127,35.34650913,0.2972542345262129,27.6,48446
"Androscoggin County, Maine",Maine,108277,3,8.3,13.2,18.8,49,3.616737925,10.94768315,6.070458747,39.20002013,99.82359795,0.425727987,88.65336766,0.08669431181137266,20,63813
"Aroostook County, Maine",Maine,67055,4.6,9,17.2,22,59.95,4.352407717,10.8491873,5.704936959,51.95330488,89.99065775,0.702749506,3.951100932,0.05468645142047568,29.7,38768
"Cumberland County, Maine",Maine,295003,2.4,6.3,9.7,8.8,39.95,4.49442656,11.64611136,6.561559571,51.36163477,99.76389106,0.997684824,134.4200117,0.08582624583478815,13.5,76059
"Kennebec County, Maine",Maine,122302,2.9,6.5,13.3,16.5,48.79,4.209956389,10.85011108,5.623376944,38.82189575,99.4007817,0.569373817,54.09850381,0.04470082255400565,19.7,55389
"Penobscot County, Maine",Maine,152148,3.2,9.5,15.7,17.4,39.95,5.137931965,13.09083308,6.408286976,42.5366608,93.83229156,0.69725228400000006,17.24666118,0.06040828666824405,19.7,50449
"York County, Maine",Maine,207641,2.7,7.3,8.4,10.3,39.99,4.318055792,10.48351688,6.239530573,68.34042874,99.58219875,0.957600822,79.1261164,0.04956150278605864,15.5,66648
"Allegany County, Maryland",Maryland,70416,5.2,4.8,16.4,19.3,39.99,5.062733031,11.19464427,5.354900412,66.93897362,87.98842641,0.168087377,65.82512308,0.12572426721199725,26.6,48867
"Anne Arundel County, Maryland",Maryland,579234,3.1,4.7,6,6.4,39.99,4.580785127,10.68412633,4.898757033,126.1151621,98.48907279,0.43246651,528.4397218,0.2785040242803427,10.3,101147
"Baltimore County, Maryland",Maryland,827370,3.7,5.6,9.2,10.1,39.99,4.181052679,10.97210653,4.884065159,133.7792863,98.4330696,0.440655109,534.0413784,0.4159444988336536,14.9,77358
"Calvert County, Maryland",Maryland,92525,3.2,4.2,5.1,7.2,39.99,3.128429428,8.999019367,3.564409726,125.7042374,98.2033921,0.130803004,164.9551742,0.18641448257227777,11.2,112380
"Carroll County, Maryland",Maryland,168447,2.9,3,5.3,6.7,39.99,4.296450374,11.82769841,5.274353326,94.01843659,96.90746428,0.172244949,144.4971047,0.08693535652163586,14.1,103014
"Cecil County, Maryland",Maryland,102855,4,4.5,9.4,11.4,39.99,4.612622184,12.18338292,6.047952968,108.2247966,97.76663024,0.204642503,114.3069038,0.12408730737445917,19.7,76441
"Charles County, Maryland",Maryland,163257,3.6,3.6,6.1,8.3,39.99,4.1888181,10.20782434,4.261757135,132.3644725,95.16944922,0.2362946,132.9772265,0.5909639402904623,14.1,103932
"Frederick County, Maryland",Maryland,259547,3.2,4.8,7.1,6.8,39.99,3.733344459,11.93392736,5.845409881,108.9453131,99.77200624,0.342448579,145.2537914,0.2037627096441107,12.5,103516
"Harford County, Maryland",Maryland,255441,3.3,3.7,7.6,7.9,39.99,4.387826863,11.07288,5.176235816,126.5646436,98.6796866,0.216269874,221.7271443,0.21932657639141717,13,92331
"Howard County, Maryland",Maryland,325690,2.7,4,5.4,5.2,39.99,3.878483827,10.60972555,4.876208745,121.9958951,97.41911275,0.211689051,485.1603249,0.44866897970462705,6.6,121618
"Montgomery County, Maryland",Maryland,1050688,2.9,7.4,6.9,6.4,39.99,4.378313943,10.79179885,4.920543875,125.6477827,99.07378142,0.688553811,814.4747962,0.4892822607662789,9,110389
"Prince George's County, Maryland",Maryland,909327,3.8,10.8,8.9,9.9,39.99,4.247677387,10.24660018,4.24942975,126.3713412,98.01877196,0.666738168,724.9258165,0.8398694858945132,14.2,86290
"St. Mary's County, Maryland",Maryland,113510,3.3,5.8,8.3,9.7,39.99,4.081474627,9.602582512,4.405192678,66.85629503,98.21655658,0.126370763,120.0551638,0.23197075147564095,17.6,87947
"Washington County, Maryland",Maryland,151049,3.9,6.2,12.7,15.3,39.99,5.810419109,12.90877485,6.512802334,56.6851934,99.17841464,0.264213454,126.3575575,0.19479771464888873,24.4,59140
"Wicomico County, Maryland",Maryland,103609,4.6,6.9,15.2,16.8,69.99,3.421668145,10.38680298,5.399540973,93.84080069,99.56079495,0.285879714,105.3600627,0.3474698143983631,22.1,54402
"Baltimore city, Maryland",Maryland,593490,5.1,7.2,21.8,24.5,39.99,4.439039871,10.90369176,4.33507568,94.9382227,97.54016352,0.61186366700000006,2932.040761,0.6967446797755649,27.2,50177
"Barnstable County, Massachusetts",Massachusetts,212990,3.9,3.2,7,7.1,39.99,2.982173414,8.982173414,3.125680893,112.4154792,98.44955284,0.600209399,209.2848818,0.08567068876473072,14.1,85042
"Berkshire County, Massachusetts",Massachusetts,124944,3.5,3,11.4,13.2,39.99,4.835368939,11.29459066,5.623050995,55.65630049,94.91102496,0.512770214,53.04016386,0.10611153796901007,18.6,58895
"Bristol County, Massachusetts",Massachusetts,565217,3.7,2.9,11.5,15.6,39.99,3.762715205,9.783593814,3.761607591,113.6059313,98.602759,0.649116372,390.1505028,0.16110272691727245,19.8,70402
"Essex County, Massachusetts",Massachusetts,789034,3,3.1,10.7,14,39.99,3.827726345,9.866454656,4.013901781,117.3878052,99.15585357,0.759046112,612.3264362,0.2275947551056101,15.4,83810
"Franklin County, Massachusetts",Massachusetts,70180,2.7,2.2,10.4,13,39.9,3.470459618,9.337979623,3.955662855,66.89366191,86.43523285,0.540396909,39.1694219,0.07919635223710464,18.8,60018
"Hampden County, Massachusetts",Massachusetts,466372,4.1,3,17.1,22,45,4.050174694,11.02604189,5.066973822,82.04686241,99.95853188,0.705796888,293.5650603,0.20113342996577843,22.4,60161
"Hampshire County, Massachusetts",Massachusetts,160830,2.7,2.4,13.3,9.4,67.95,4.241005852,10.21193105,4.229928831,55.6962266,87.8117982,0.445459434,118.019676,0.13279860722502024,13,74778
"Middlesex County, Massachusetts",Massachusetts,1611699,2.3,2.6,7.9,7.3,39.99,4.78030622,11.43073443,5.749850237,123.1073988,98.99841033,1,753.0895333,0.24718387242282835,11.5,107056
"Norfolk County, Massachusetts",Massachusetts,706775,2.5,2,6.5,6.7,39.95,4.269850564,10.54312196,4.62670328,120.0934319,97.79609524,0.7865134,680.6297135,0.2403084432811008,11.1,107361
"Plymouth County, Massachusetts",Massachusetts,521202,3,2.3,7.6,10.5,39.99,3.697769883,9.697769883,3.919898493,117.9087957,98.40721108,0.521581485,300.0827076,0.17974412991508093,12.8,90880
"Suffolk County, Massachusetts",Massachusetts,803907,2.6,4,19.3,18.2,39.99,5.70312391,13.14017835,7.158892234,102.4001213,99.49970424,0.707897946,5248.519833,0.44852576230832675,16.9,77558
"Worcester County, Massachusetts",Massachusetts,830622,3.1,2.5,10.4,12.3,39.99,3.990253494,9.998782626,4.107371875,85.33207983,98.77798332,0.942188518,210.1639701,0.16471270927088377,15.6,78345
"Allegan County, Michigan",Michigan,118081,3.1,4.6,10.3,7.6,35,5.858853655,16.17373565,6.852938415,35.25704545,91.224028,0.828654347,53.92102964,0.06122068749417775,23.8,66278
"Bay County, Michigan",Michigan,103126,4.7,5.5,16,15.4,55,4.98078501,14.38241075,7.057196558,69.94875141,95.45658023,0.180500696,91.48441331,0.055485522564629686,21.2,49610
"Berrien County, Michigan",Michigan,153401,4,7.8,16.5,14.5,35,7.051689789,15.6598159,7.580913062,75.04184197,97.22369905,0.379326485,105.2725308,0.20905991486365805,26,50153
"Calhoun County, Michigan",Michigan,134159,4.1,5.9,16.9,15,35,9.218935997,16.91465518,6.596144108,47.3789884,88.46263366,0.322833721,73.51472524,0.19636401583196061,23.5,49055
"Clinton County, Michigan",Michigan,79595,3,3.8,9.3,6.7,49.95,7.819439957,17.35765572,8.240226171,27.99716101,96.19969485,0.376844373,53.09820863,0.0770651422828067,14.8,69651
"Eaton County, Michigan",Michigan,110268,3.4,5.4,10.7,9.8,30,8.472133356,16.83956895,7.676965819,44.8803216,92.25976595,0.59561374,73.26986942,0.13351108209090579,17.6,65409
"Genesee County, Michigan",Michigan,405813,4.9,5.6,19.8,20.6,35,6.608881254,15.08883743,7.511655542,73.42723972,99.16437268,0.80546483,248.1385245,0.2569336122795475,24.7,50389
"Grand Traverse County, Michigan",Michigan,93088,3.4,7,10.1,9.8,49.95,6.026909277,15.23566974,6.718029216,53.9144033,98.26050743,0.252317188,76.28762679,0.048201701615675496,15.5,65266
"Ingham County, Michigan",Michigan,292406,3.5,5.9,20.1,13.3,35,9.469517881,16.95349163,8.469942022,72.52657083,98.33442348,0.486806038,201.0352465,0.2537259837349439,19.4,54395
"Isabella County, Michigan",Michigan,69872,3.8,8.8,26.5,12.3,55,8.976941507,21.08851043,10.24940103,47.21905248,99.67394589,0.236597537,47.7151145,0.11772956262880696,26.3,45201
"Jackson County, Michigan",Michigan,158510,3.8,6.4,14.1,14,30,6.112770796,14.91658758,6.233981566,67.96396762,85.44113994,0.46831347,87.41753194,0.12866696107501108,21.8,55124
"Kalamazoo County, Michigan",Michigan,265066,3.3,5.7,16.1,12.4,35,8.93882631,16.4833021,9.632002655,75.31515816,99.18078092,0.350212695,179.6764763,0.2005160978775098,14.7,56441
"Kent County, Michigan",Michigan,656955,2.9,6.5,12.6,11.5,35,8.745298664,18.03480205,9.467608359,74.90743489,99.65900368,0.934356518,292.8105753,0.20740081131888788,15.3,66532
"Lapeer County, Michigan",Michigan,87607,5.4,7.4,10.1,12.1,55,4.543013071,13.69997413,5.465450334,42.56774075,76.78906779,0.621191776,52.83187468,0.050498247856906375,20.3,66263
"Lenawee County, Michigan",Michigan,98451,3.9,5.9,12.2,11.7,39.99,5.280341273,13.92516378,6.80786146,58.95245757,90.01867858,0.58041745,50.7194931,0.05888208347299673,19.9,53865
"Livingston County, Michigan",Michigan,191995,3.3,4,5.6,5.2,35,6.719673174,15.59685375,8.593336275,74.95503868,99.63906339,0.1992368,128.7462614,0.0352925857444204,13.9,86512
"Macomb County, Michigan",Michigan,873972,4.2,5.7,11.3,12,35,5.998570474,12.08273113,7.775962961,91.64882582,99.11469023,0.905909026,699.8635883,0.20192065649700452,16.1,64947
"Marquette County, Michigan",Michigan,66699,4.8,5.3,16.4,11.4,30,4.609953826,11.74325808,5.061064569,39.91788861,90.59950065,0.31109841,14.28674789,0.06871167483770368,22.7,55148
"Midland County, Michigan",Michigan,83156,3.7,4.8,10.8,11.8,35,7.475480494,18.34965035,9.701851608,46.57749054,97.81947926,0.226371113,62.36493775,0.07145605849247194,19.1,69872
"Monroe County, Michigan",Michigan,150500,3.9,4.7,10.6,12.3,35,5.889747114,13.08424272,6.496096756,62.56548797,95.57879329,0.387774876,105.2143241,0.061029900332225884,19.5,62839
"Muskegon County, Michigan",Michigan,173566,4.3,5.3,17.1,18.8,55,4.000268593,12.29098521,5.5284212,69.14046075,97.06842692,0.254001156,132.5934611,0.19054423101298645,22.8,50366
"Oakland County, Michigan",Michigan,1257584,3.4,4.9,8.6,7.8,35,6.000495455,12.22822037,7.22740198,84.7713996,99.48251545,1,556.7798567,0.25090013867860916,12.5,81190
"Ottawa County, Michigan",Michigan,291830,2.8,4.2,8.5,6,35,9.811467462,18.79509489,10.97256928,79.89393519,98.42812944,0.241084646,194.610162,0.10875852379810158,14.9,68817
"Saginaw County, Michigan",Michigan,190539,4.8,5.3,17.7,19.3,55,6.034359065,16.08947223,7.28099676,51.8138738,96.94044563,0.520520485,92.98590075,0.2402552758227975,23.7,48303
"Sanilac County, Michigan",Michigan,41170,4.7,10.1,15.6,14.6,50,6.832264175,16.13441254,7.393407098,45.27126003,87.35170276,0.502217247,49.80663028,NA,29.9,55249
"Schoolcraft County, Michigan",Michigan,8094,7,6.7,20.5,17.5,35,3.496726628,11.08536274,4.801107724,81.48505095,81.20515966,0.585465985,85.4121096,0.06551958172037609,29.3,59837
"Van Buren County, Michigan",Michigan,75677,4.6,8.4,15.5,15.9,49.95,4.802515912,12.92297208,5.645196384,64.92467732,81.17967763,0.459153943,47.81657698,0.10850060123947836,24.8,60549
"Washtenaw County, Michigan",Michigan,367601,2.9,3.9,14.2,7.8,30,8.229743048,15.74958809,8.685749376,87.09773312,99.32082605,0.432433867,200.1470343,0.2640607615322047,12.2,76576
"Wayne County, Michigan",Michigan,1749343,5.1,7.2,23.1,23.9,30,5.788337993,11.84376687,7.444244509,74.91846115,99.5209607,1,1111.243974,0.47263629831313814,27.5,50753
"Anoka County, Minnesota",Minnesota,356921,3.1,4.1,6.1,7,49.95,3.450576891,9.879390711,5.403862161,83.94672193,99.2614994,0.166984672,317.8925949,0.1789555671983436,11.6,83353
"Blue Earth County, Minnesota",Minnesota,67653,2.8,3.7,18.1,8.4,69.95,3.875264704,11.66642189,7.55326525,43.17031338,100,0.208842817,34.24424159,0.09570898555865959,15.1,61133
"Carver County, Minnesota",Minnesota,105089,2.8,3.1,4,3.6,44.95,5.636672326,14.27753644,8.490158656,99.80002178,99.28081494,0.258942685,109.4606279,0.08680261492639574,10.3,101434
"Crow Wing County, Minnesota",Minnesota,65055,4.3,5,10.5,7.3,54.95,7.541603212,13.11221868,7.851569831,51.96498792,96.35262356,0.491823957,24.69495301,0.04416263161939893,17.8,60534
"Dakota County, Minnesota",Minnesota,429021,2.9,3.8,6.4,5.4,45.95,6.477297025,14.35212333,9.033257636,103.0377558,99.7808296,0.163443892,287.0862611,0.1956827288174705,11.3,88864
"Hennepin County, Minnesota",Minnesota,1265843,2.8,5.2,11,8.9,50,4.653272146,11.55059968,6.731655208,92.79047817,99.66409053,1,861.2850078,0.28566654790522994,14.2,82369
"Olmsted County, Minnesota",Minnesota,158293,2.6,4,8.9,7.9,49.95,6.753154799,16.2267173,10.86516445,59.13918753,100,0.159088962,90.43287249,0.16597701730335512,13.3,80096
"Ramsey County, Minnesota",Minnesota,550321,3,5.5,14.7,12.8,65,3.828796151,10.26743708,6.02150654,86.56002193,99.52034626,0.42267488,1373.486689,0.34224389038397585,15,68871
"Rice County, Minnesota",Minnesota,66972,3.1,4.5,10.7,7.2,49,7.130718167,16.78978821,10.44652507,62.56829437,99.10490268,0.178089203,51.21026588,0.14786776563339898,17.3,72469
"St. Louis County, Minnesota",Minnesota,199070,4,4,15,10.2,44.95,7.292948418,14.9169772,9.103525791,75.59155243,99.24329013,0.200881071,155.3858522,0.17001872319864708,22.4,108761
"Scott County, Minnesota",Minnesota,149013,2.7,3.7,5.8,4.8,35.95,6.486053235,14.03562955,7.892074569,48.86959167,92.6324195,0.295503938,83.15061917,0.084905078261585,10.2,96210
"Sibley County, Minnesota",Minnesota,14865,3.8,4.6,7.1,6.2,40,4.218983335,11.33363961,6.187359589,54.62021007,88.57245342,0.692521671,12.36461145,0.0824132214798814,25.7,60434
"Stearns County, Minnesota",Minnesota,161075,3.2,3.8,13.1,9.2,34.95,6.085607549,15.62223757,8.748395361,62.65958933,96.20950509,0.489828906,45.09063611,0.1360484246469036,18.5,66558
"Washington County, Minnesota",Minnesota,262440,2.8,3,4.7,4.3,49.95,3.882417641,10.32277158,5.733065412,125.73392,98.30471154,0.223302135,254.4333331,0.1601051668952903,9.2,100596
"Wright County, Minnesota",Minnesota,138377,3.3,3.3,4.5,5.3,35.95,5.554257377,13.4486234,7.106613951,70.66936944,92.53868769,0.480675165,77.52473687,0.06978760921251359,14.4,91707
"DeSoto County, Mississippi",Mississippi,184945,4.4,8.9,9.1,8.7,35,6.781854775,14.91808547,8.737180414,73.22820692,98.97706846,0.169087078,142.7718716,0.35256427586579797,16.1,66078
"Forrest County, Mississippi",Mississippi,74897,5.1,14.2,25,18.1,35,7.717654451,15.6726079,8.523093889,39.45703626,91.53678865,0.045046547,62.56364293,NA,26.7,39063
"Harrison County, Mississippi",Mississippi,208080,5.2,15.8,20.1,17.8,35,6.47925536,14.09312072,9.150408179,66.30111538,99.60992854,0.434892297,136.3818479,0.3291666666666667,22.9,50119
"Hinds County, Mississippi",Mississippi,231840,5.2,12.4,22.2,18.4,35,6.848342466,12.96678017,7.860920929,47.53878165,95.04527758,0.65736706600000006,107.3264588,0.7490381297446516,25.9,44964
"Jackson County, Mississippi",Mississippi,143617,6,13.5,16,12.6,35,6.645342218,14.06149567,8.694637081,60.05482928,97.55591927,0.458966231,75.86074194,0.28199307881378943,23.5,52476
"Jones County, Mississippi",Mississippi,68098,5.4,10.7,21.4,16.1,35,6.64438397,13.37638348,6.747567502,39.30465702,83.35599611,0.342556556,38.03942488,NA,45.9,37594
"Lauderdale County, Mississippi",Mississippi,74125,5.5,12.3,21.8,16.9,35,5.008119863,11.9767247,4.692430907,39.29496655,86.39996796,0.410046945,42.42785064,0.46127487352445196,34.2,37497
"Lee County, Mississippi",Mississippi,85436,4.4,11.6,15.9,12.6,35,8.087287503,14.44444172,7.006229576,53.16848042,89.17232306,0.422864626,72.86541382,NA,26.7,49715
"Madison County, Mississippi",Mississippi,106272,4.4,7.1,10.9,8.2,35,7.192606733,13.47570431,8.145430952,82.30134589,96.40163222,0.06499941,55.92727918,0.42518255043661546,17.9,68171
"Rankin County, Mississippi",Mississippi,155271,3.9,8.8,8.2,6.8,35,7.71091715,14.09863716,9.063889648,57.8247039,96.88651115,0.279663822,75.29564324,0.25303501619748703,19.1,67012
"Boone County, Missouri",Missouri,180463,2.4,7,18.3,9,55,7.183538149,16.25008813,8.018864943,62.78714273,89.87886081,0.153563311,99.41363667,0.18854280378803412,16.9,57013
"Buchanan County, Missouri",Missouri,87364,3.1,10.1,17.2,13.8,40,4.93721273,15.06934876,4.547355205,65.55579529,95.53737649,0.166406463,84.24475137,0.13734490179021108,25.6,46922
